HR@10,K,NDCG@10,n_test,seconds_per_iter
0.5084318550081017,8,0.31452572510671695,33326,1.8071730136871338
0.5450099021784792,16,0.3445632242921719,33326,1.6090738296508789
0.5619036187961352,32,0.363586182530777,33326,1.8511069059371947
0.567244793854648,64,0.374102034509712,33326,3.115424108505249
0.5567724899477885,128,0.3700992321928197,33326,10.104978537559509
